American Society for Pharmacology & Experimental Therapeutics (ASPET)	10.1124
American Society of Agronomy	10.2134
American Society of Agronomy	10.3198
American Society of Agronomy	10.4195
American Society of Agronomy	10.2134
American Society of Agronomy	10.3198
American Society of Agronomy	10.4195
American Society of Agronomy	10.2134
American Society of Agronomy	10.3198
American Society of Agronomy	10.4195
American Society of Andrology	10.2164
American Society of Animal Science	10.2527
American Society of Civil Engineers (ASCE)	10.1061
American Society of Clinical Oncology	10.1200
American Society of Consultant Pharmacists	10.4140
American Society of Health System Pharmacists	10.2146
American Society of Hematology	10.1182
American Society of International Law	10.5305
American Society of Limnology and Oceanography, Inc.	10.4319
American Society of Nephrology	10.2215
American Society of Nephrology	10.1681
American Society of Nephrology	10.2215
American Society of Nephrology	10.1681
American Society of Neuroradiology	10.3174
American Society of Plant Biologists (ASPB)	10.1199
American Society of Plant Biologists (ASPB)	10.1104
American Society of Plant Biologists (ASPB)	10.1105
American Society of Plant Biologists (ASPB)	10.1199
American Society of Plant Biologists (ASPB)	10.1104
American Society of Plant Biologists (ASPB)	10.1105
American Society of Plant Biologists (ASPB)	10.1199
American Society of Plant Biologists (ASPB)	10.1104
American Society of Plant Biologists (ASPB)	10.1105
American Society of Plant Taxonomists	10.1600
American Society of Tropical Medicine and Hygiene	10.4269
American Speech-Language-Hearing Association	10.1044
American Statistical Association	10.1198
American Thoracic Society	10.1164
American Thoracic Society	10.1165
American Thoracic Society	10.1513
American Thoracic Society	10.1164
American Thoracic Society	10.1165
American Thoracic Society	10.1513
American Thoracic Society	10.1164
American Thoracic Society	10.1165
American Thoracic Society	10.1513
American Vacuum Society (AVS)	10.1116
American Veterinary Medical Association	10.2460
American Water Works Association	10.5942
Ammons Scientific	10.2466
Amsterdam University Press	10.5117
Anatomische Gesellschaft	10.3337
Ankara University	10.1501
Annals of Family Medicine	10.1370
Annals of Mathematics, Princeton U	10.4007
Annual Reviews	10.1146
ANPEGE - Revista	10.5418
Anthropological Society of Nippon	10.1537
AOTA Press	10.5014
APESB (Associacao de Apoio a Pesquisa em Saude Bucal)	10.4034
APGF-IFGW/UNICAMP	10.5196
Applied Probability Trust	10.1239
Applied Science and Analysis (ASA, Inc.)	10.5044
Aquatic Mammals Journal	10.1578
Arachnological Society of Japan	10.2476
Arachnologische Gesellschaft e.v.	10.5431
Archaeological Institute of America	10.3764
Architectural Institute of Japan	10.3130
Architectural Institute of Korea	10.5659
Archives of Pathology and Laboratory Medicine	10.5858
Armenian Association of Endoscopic Surgery	10.3361
Arnold Publishers	10.1191
Ashdin Publishing	10.4303
Asia Pacific Association of Allergy, Asthma, and Clinical Immunology (APAAACI)	10.5415
Asian Australasian Association of Animal Production Societies	10.5713
Asian Electric Vehicle Society	10.4130
Asian Network for Scientific Information	10.3830
ASME International	10.1115
Asociacion Espanola de Fitosociologia (AEFA)	10.5616
Asociacion Espanola para la Inteligencia Artificial (AEPIA)	10.4114
Asociacion Japonesa de Hispanistas	10.4994
Asociacion Mexicana de Comportamiento y Salud	10.5460
Asociacion Paleontologica Argentina	10.5710
Associacao Educacional de Vitoria	10.5008
Associacao Portuguesa dos Recursos Hidricos (APRH)	10.5894
Associacao Prudentina de Educacao e Cultura (APEC)	10.5747
Associated Professional Sleep Societies (APSS)	10.5665
Association for Applied Psychophysiology and Biofeedback	10.5298
Association for Career and Technical Education Research	10.5328
Association for Computational Linguistics	10.3115
Association for Computing Machinery (ACM)	10.1145
Association for Experiential Education	10.5193
Association for Fire Ecology	10.4996
Association for Library Collections & Technical Services	10.5730
Association for Natural Language Processing	10.5715
Association for Research in Vision and Opthalmology	10.1167
Association for Rural Planning, The	10.2750
Association for Slavic, East European, and Eurasian Studies (ASEEES)	10.5612
Association for Symbolic Logic	10.2178
Association for the Advancement of Medical Instrumentation	10.2345
Association for the Advancement of Psychological Science	10.5872
Association for the Study of African American Life and History (ASALH)	10.5323
Association for Vascular Access	10.2309
Association of Genuine Traditional Korean Medicine	10.5667
Association of Health Investigations	10.5799
Association of Lithuaninan Serials	10.5200
Association of Reptilian and Amphibian Veterinarians (ARAV)	10.5818
Association of Sport Tourism and Recreation	10.5199
Associazione Italiana di Telerilevamento	10.5721
ASTM International	10.1520
Atlantic Geology	10.4138
Atlantis Press	10.2991
Atlas Scienfitic Publishing, LP	10.5147
Atomic Energy Society of Japan	10.3327
Atypon	10.2211
Australasian Medical Journal (AMJ)	10.4066
Australasian Medical Publishing Co. Pty. Ltd. (AMPCo)	10.5694
Australian Academic Press	10.1375
Australian and New Zealand Society of the History of Medicine	10.5401
Australian Computer Society	10.3127
Australian Museum	10.3853
Australian Society for the Study of Labour History	10.5263
Austrian Veterinary Society	10.4112
Baishideng Publishing Group Co (The WJG Press)	10.3748
Bangladesh Journals Online	10.3329
Baycinar Tibbi Yayincilik	10.5606
Baywood Publishing	10.2190
Beech Tree Publishing	10.3152
Begell House Inc.	10.1615
Behaviormetric Society of Japan, The	10.2333
Beilstein-Institut	10.3762
Bellwether Publishing	10.2747
Bentham Science	10.2174
Berghahn Books	10.3167
Berkeley Electronic Press	10.2202
Bernoulli Society for Mathematical Statistics and Probability	10.3150
Bilimsel Tip Publishing House	10.5578
Binwin BT	10.5708
BioInfoBank Institute	10.3984
Biologic Institute	10.5048
Biological Survey Foundation	10.3752
Biology Reports, Ltd.	10.4089
Biomedical Engineering Society of the R.O.C.	10.5405
Biomedical Research Press	10.2220
BioOne (Academy of Natural Sciences of Philadelphia)	10.1635
BioOne (African Zoology)	10.3377
BioOne (American Arachnological Society)	10.1636
BioOne (American Association of Avian Pathologists)	10.1637
BioOne (American Association of Zoo Veterinarians)	10.1638
BioOne (American Bryological and Lichenological Society)	10.1639
BioOne (American Entomological Society)	10.3157
BioOne (American Fern Society)	10.1640
BioOne (American Institute of Biological Sciences)	10.1641
BioOne (American Malacological Society)	10.4003
BioOne (American Mosquito Control Association)	10.2987
BioOne (American Museum of Natural History)	10.1206
BioOne (American Ornithologists Union)	10.1642
BioOne (American Society for Photobiology)	10.1562
BioOne (American Society of Icthyologists and Herpetologists)	10.1643
BioOne (American Society of Mammalogists)	10.1644
BioOne (American Society of Parasitologists)	10.1645
BioOne (Association for Tropical Biology)	10.1646
BioOne (Association of Avian Veterinarians)	10.1647
BioOne (Association of Field Ornithologists)	10.1648
BioOne (Beta Beta Biological Society)	10.1893
BioOne (Brazilian Herpetological Society)	10.2994
BioOne (Bulletin of the Peabody Museum of Natural History)	10.3374
BioOne (Cactus and Succulent Society of America)	10.2985
BioOne (California Botanical Society)	10.3120
BioOne (Carnegie Museum of Natural History)	10.2992
BioOne (Castanea)	10.2179
BioOne (Chelonian Conservation and Biology Journal)	10.2744
BioOne (Coastal Education and Research Foundation)	10.2112
BioOne (Coleopterists Society)	10.1649
BioOne (Conservation International)	10.1896
BioOne (Cooper Ornithological Society)	10.1650
BioOne (Crustacean Society)	10.1651
BioOne (East African Natural History Society)	10.2982
BioOne (Ecoscience)	10.2980
BioOne (Edentata)	10.5537
BioOne (Entomological Society of America)	10.1603
BioOne (Entomological Society of Southern Africa)	10.4001
BioOne (Entomological Society of Washington)	10.4289
BioOne (EUCC - The Coastal Union)	10.1652
BioOne (Field Museum of Natural History)	10.3158
BioOne (Finnish Zoological and Botanical Publishing Board)	10.5735
BioOne (Florida Entomological Society)	10.1653
BioOne (Freshwater Biological Association)	10.4290
BioOne (Freshwater Biological Association)	10.1608
BioOne (Freshwater Biological Association)	10.4290
BioOne (Freshwater Biological Association)	10.1608
BioOne (Harvard University Botany Libraries)	10.3100
BioOne (Helminthological Society of Washington)	10.1654
BioOne (Herpetological Society of Japan)	10.3105
BioOne (Herpetologists League)	10.1655
BioOne (Human Biology, The International Journal of Population Biology and Genetics)	10.3378
BioOne (Humboldt Field Research Institute)	10.1656
BioOne (Institute of Arctic and Alpine Research)	10.1657
BioOne (Institute of Geographic Scienes and Natural Resources Research, Chinese Academy of Sciences)	10.5814
BioOne (Institute of Malacology)	10.4002
BioOne (International Association of Vegetation Science)	10.1658
BioOne (International Mountain Society and United Nations University)	10.1659
BioOne (JANAS)	10.2181
BioOne (Japanese Society of Mammalian Ova Research)	10.1274
BioOne (Journal of Great Lakes Research)	10.3394
BioOne (Journal of the North American Benthological Society)	10.1899
BioOne (Journal of the North Atlantic)	10.3721
BioOne (Journal of Vector Ecology)	10.3376
BioOne (Journal of Wildlife Management)	10.2194
BioOne (Kansas Academy of Science)	10.1660
BioOne (Kentucky Academy of Science)	10.3101
BioOne (Mammalogical Society of Japan)	10.3106
BioOne (Micropaleontology Press)	10.1661
BioOne (Missouri Botanical Garden Press)	10.3417
BioOne (Museum and Institute of Zoology at the Polish Academy of Sciences)	10.3161
BioOne (Museum National d'Histoire Naturelle, Paris, France)	10.5252
BioOne (Museum of Comparative Zoology, Harvard University)	10.3099
BioOne (Natal Museum of South Africa)	10.5733
BioOne (National Association of Biology Teachers)	10.1662
BioOne (National Shellfisheries Association)	10.2983
BioOne (Natural Areas Journal)	10.3375
BioOne (Netherlands Ornithologists' Union)	10.5253
BioOne (New England Botanical Club)	10.3119
BioOne (New York Botanical Garden)	10.1663
BioOne (New York Entomological Society)	10.1664
BioOne (Northwest Scientific Association)	10.3955
BioOne (Northwestern Naturalist)	10.1898
BioOne (Ornithological Society of Japan, The)	10.2326
BioOne (Orthopterist's Society)	10.1665
BioOne (Pacific Coast Entomological Society)	10.3956
BioOne (Pacific Science)	10.2984
BioOne (Paleontological Society of Japan, The)	10.2517
BioOne (Paleontological Society)	10.1666
BioOne (Palynology)	10.2180
BioOne (Politics and the Life Sciences)	10.2990
BioOne (Radiation Research Society)	10.1667
BioOne (Royal Swedish Academy of Sciences)	10.1579
BioOne (Society for In Vitro Biology)	10.1290
BioOne (Society for Integrative and Comparative Biology)	10.1668
BioOne (Society for Range Management)	10.2111
BioOne (Society for Sedimentary Geology)	10.1669
BioOne (Society for the Study of Amphibians & Reptiles)	10.1670
BioOne (Society for the Study of Evolution)	10.1554
BioOne (Society of Ethnobiology)	10.2993
BioOne (Society of Protozoologists)	10.1368
BioOne (Society of Southwestern Entomologists)	10.3958
BioOne (Society of Vertebrate Paleontology)	10.1671
BioOne (Society of Wetland Scientists)	10.1672
BioOne (South Carolina Entomological Society)	10.3954
BioOne (Southern African Wildlife Management Association)	10.3957
BioOne (Southern California Academy of Sciences)	10.3160
BioOne (Southwestern Association of Naturalists)	10.1894
BioOne (The Biological Society of Washington)	10.2988
BioOne (The Raptor Research Foundation)	10.3356
BioOne (Torrey Botanical Society)	10.3159
BioOne (Tree-Ring Society)	10.3959
BioOne (University of Arizona Library)	10.1673
BioOne (University of Notre Dame)	10.1674
BioOne (Ursus)	10.2192
BioOne (Waterbird Society)	10.1675
BioOne (Weed Science Society of America)	10.1614
BioOne (Western North American Naturalist)	10.3398
BioOne (Wildlife Biology)	10.2981
BioOne (Wildlife Society Bulletin)	10.2193
BioOne (Wilson Ornithological Society)	10.1676
BioOne (Zoological Society of Japan)	10.2108
Biophilia Rehabilitation Acdemy	10.3774
Biophysical Society of Japan	10.2142
Bioscientifica	10.1530
BioScientifica (Society for Endocrinology)	10.1677
Blackhorse Publishing	10.1066
Blacksmith Institute	10.5696
Bloomsbury Academic	10.5040
Bloomsbury Qatar Foundation Journals	10.5339
BMJ Publishing Group	10.1136
Bogor Agricultural University	10.4308
Boom Uitgevers Den Haag	10.5553
Botanic Garden & Botanical Museum Berlin-Dahlem BGBM	10.3372
Botanical Society of America	10.3732
Brazilian Journal of Petroleum and Gas	10.5419
Brazilian Society for Computational and Applied Mathematics (SBMAC)	10.5540
Brill Academic Publishers	10.1163
Brill Academic Publishers (Logos International Publishing Education 
Foundation)	10.2959
British Academy	10.5871
British Editorial Society of Bone and Joint Surgery	10.1302
British Institute of Non-Destructive Testing	10.1784
British Institute of Radiology	10.1259
British Machine Vision Association and Society for Pattern Recognition	10.5244
British Psychological Society	10.1348
British Society for Plant Pathology	10.5197
Bulletin of Marine Science	10.5343
Burke's Peerage and Gentry	10.5118
Business Department, School of Economics, Business & Accounting	10.5700
Business Expert Press	10.4128
Business History Society of Japan	10.5029
Business Valuation Review Journal	10.5791
CABI Publishing	10.1079
CAD Solutions, LLC.	10.3722
CAIRN	10.3917
California Agriculture	10.3733
California Coastal Atlas	10.4246
California Institute for Human Science	10.2742
Cambridge University Press	10.1017
Cambridge University Press (Liverpool University Press)	10.5949
Cambridge University Press (Mathematical Association of America)	10.5948
Cambridge University Press (Society for the Promotion of Roman Studies)	10.3815
Canada-China Clinical Medicine Study Association (CCCMSA)	10.4021
Canadian Aeronautics and Space Institute	10.5589
Canadian Association of Occupational Therapists	10.2182
Canadian Center of Science and Education	10.5539
Canadian Centre of Academic Art and Science	10.5618
Canadian Geriatrics Society	10.5770
Canadian Health Libraries Association	10.5596
Canadian Institute of Forestry	10.5558
Canadian Institute of Geomatics	10.5623
Canadian Institute of Public Health Inspectors	10.5864
Canadian Mathematical Society	10.4153
Canadian Medical Association	10.1503
Canadian Opthalmological Society	10.3129
Canadian Pharmacists Journal	10.3821
Canadian Science Publishing	10.1139
Canadian Society of Hospital Pharmacists (CSHP)	10.4212
Canadian Urological Association Journal	10.5489
Canadian Water Resources Association	10.4296
Cancer Intelligence	10.3332
Carden Jennings Publishing Co.	10.1532
Cardiofront, LLC	10.4022
Carl Hanser Verlag GMBH & Co KG	10.3139
Cartography & Geographic Information Society	10.1559
Cellule MathDoc/CEDRAM	10.5802
Center for Academic Publications Japan	10.3177
Center for Applied Energy Research	10.4177
Center for East Asian Studies	10.3994
Center for Law and Policy	10.5349
Center for Psychiatric Rehabilitation	10.2975
Center for Transportation Studies	10.5198
Centers for American Indian and Alaska Native Health	10.5820
Centers For Disease Control and Prevention	10.3201
Centers for Disease Control and Prevention (PCD)	10.5888
Centraalbureau voor Schimmelcultures	10.3114
Centre for Bioscience	10.3108
Centre for Evaluation in Education and Science (CEON/CEES)	10.5937
Centre for Scripture & Theology	10.5827
Centre Francais du Littoral	10.5150
Centro de Estudos Latino-Americanos sobre Cultura e Comunicacao (CELACC - ECA/USP)	10.5841
Centro de Investigaciones Sociologicas	10.5477
Centro Sperimentale Interuniversitario di Ricerca Stradale-Aeroportuale (CIRS)	10.5568
Ceramic Society of Japan	10.2109
Cevre Koruma ve Arastirma Vakfi	10.5053
CFA Institute	10.2469
Chelonian Research Foundation	10.3854
Chem-Bio Informatics Society	10.1273
Chemical Society of Japan, The	10.1246
China Journal of Chinese Materia Medica	10.4268
China Science Publishing & Media Ltd.	10.3724
Chinese Birds (Press)	10.5122
Chinese Civilisation Centre	10.5404
Chinese Geoscience Union	10.3319
Chinese Institute of Automation Engineers (CIAE)	10.5875
Chinese Journal of Mechanical Engineering	10.3901
Chinese Physiological Society	10.4077
Chonnam National University Medical School (KAMJE)	10.4068
Civil-Comp, Ltd.	10.4203
Claremont Colleges Library	10.5642
ClassicalAssociation of the Middle West and South, Inc. (CAMWS)	10.5184
Clay Minerals Society	10.1346
CLEO Revues.org	10.4000
Cleveland Clinic Journal of Medicine	10.3949
Clinics Cardive Publishing	10.5830
Co-Action Publishing	10.3402
Co-Action Publishing (Emerging Health Threats Forum CIC)	10.3134
Co-Action Publishing (Medical Education Online)	10.3885
CO2CRC	10.5341
CoAction Publishing (Libyan Journal of Medicine Society)	10.4176
CODATA	10.2481
Cognizant Communication Corp	10.3727
Cold Spring Harbor Laboratory Press	10.1101
Cold Spring Harbor Laboratory Press	10.1110
Cold Spring Harbor Laboratory Press	10.1261
Cold Spring Harbor Laboratory Press	10.1101
Cold Spring Harbor Laboratory Press	10.1110
Cold Spring Harbor Laboratory Press	10.1261
Cold Spring Harbor Laboratory Press	10.1101
Cold Spring Harbor Laboratory Press	10.1110
Cold Spring Harbor Laboratory Press	10.1261
Coldev Editions	10.5095
Colegio Brasileiro de Atividade Fisica Saude e Esporte (COBRASE)	10.3900
Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana (COBDCV)	10.5557
Colegio Oficial de Psicologos de Madrid	10.5093
College Art Association	10.3202
College of Occupational Therapists	10.4276
College Publishing	10.3992
Collegium Basilea	10.4024
Collegium Basilea	10.1923
Collegium Basilea	10.4024
Collegium Basilea	10.1923
Comissao Especial de Informatica na Educacao	10.5753
Commonwealth Forestry Association	10.1505
Commonwealth Fund, The	10.2510
Company of Biologists, The	10.1242
Comparative Cognition Society	10.3819
Comparative Politics	10.5129
Competence Network Pediatric Oncology & Hematology	10.1591
Computer Oriented Geology COGEO	10.5242
Consortia Academia Publishing	10.5861
Consortium of Universities for the Advancement of Hydrologic Science, Inc. (CUAHSI)	10.4211
Copernicus GmbH	10.5194
Cornell Lab of Ornithology	10.2173
Cornell SEAP	10.5728
Corporation for National Research Initiatives	10.1045
Council on Social Work Education	10.5175
CRC Press	10.1201
CRESR, Sheffield Hallam University	10.3351
Croatian Anthropological Society	10.5671
Croatian Chemical Society	10.5562
Croatian Geological Survey	10.4154
Croatian Medical Journal	10.3325
Croatian Sociological Association	10.5613
Crop Science Society of America	10.2135
Crop Science Society of Japan	10.1626
CrossRef test prefix	10.50505
Cryogenic Association of Japan	10.2221
CSIRO Publishing	10.1071
CSTUG	10.5300
Current Biodata	10.2970
Czech Geological Society	10.3190
Czech Geological Survey	10.3140
Daaam International	10.2507
Daedalus Enterprises	10.4187
Danish Chemical Society	10.3891
Dartmouth College Library Press	10.1349
Data Trace Publishing Company	10.3113
De Montfort University	10.3943
Decker, Inc.	10.2310
Defendology Center for Security, Sociology and Criminological Research	10.5570
Deleted	none
Demos Medical Publishing	10.5003
Dental Hypotheses	10.5436
Dentaquest	10.5368
Departament de Matematiques de la Universitat Autonoma de Barcelona	10.5565
Department of Anatomy Keio University School of Medicine	10.2535
Department of Biomedical Imaging, University of Malaya	10.2349
Department of Geography, University of Craiova	10.5775
Department of Mathematics, Faculty of Science	10.5036
Department of Mathematics, Kyungpook National University	10.5666
Department of Polymer Engineering (Budapest University of Technology & Economics), Scientific Society of Mechanical Engineering	10.3144
Department of Sport Management , University of Peloponnese	10.4127
Departmento de Publicaciones del CSIC	10.3989
Derm101.com	10.5826
Desalination Publications	10.5004
Diagnosis Press, Ltd.	10.5504
Dialogue and Discourse	10.5087
diaNet	10.3383
Dicle Medical Journal/Dicle Tip Dergisi	10.5798
Dietitians of Canada	10.3148
Digital Journal of Opthamology	10.5693
Digital Science Press	10.3834
Dipartimento di Economia, Finanza e Statistica	10.5202
Division of Chemical Information and Computer Sciences, the Chemical Society of Japan	10.2751
Dove Medical Press	10.2147
Dr. Akhilesh Pandey's Laboratory	10.5002
Duke University Press	10.1215
Dulwich Centre Publicaitons	10.4320
Duncker & Humblot GmbH	10.3790
Dustri-Verlag Dr. Karl Feistle	10.5414
E-Content Management	10.5172
E-Learning Network of Australia	10.5043
E-MED LTD.	10.1102
EAGE Publications	10.3997
Earthquake Engineering Research Institute	10.1193
Earthquake Engineering Society of Korean	10.5000
Earthscan	10.3763
East Carolina University	10.3776
EBSCO Publishing	10.1033
Ecological Society of America	10.1890
Ecology and Civil Engineering Society	10.3825
Edinburgh University Press	10.3366
Editions NecPlus	10.4074
Editora Cubo Multimidia	10.4322
Editora da Universidade Federal Fluminense	10.5533
Editora Edgard Blucher, Ltda.	10.5151
Editora Unicentro	10.5777
Editorial Committee of Annals of Thoracic and Cardiovascular Surgery	10.5761
Editorial Glosa, S.L.	10.5538
Editorial Office of Chinese Journal of Cancer	10.5732
Editorial Office of Earth Science	10.3799
EDP Sciences	10.1051
EDP Sciences	10.2515
EDP Sciences	10.2516
EDP Sciences	10.1051
EDP Sciences	10.2515
EDP Sciences	10.2516
EDP Sciences	10.1051
EDP Sciences	10.2515
EDP Sciences	10.2516
EduRad	10.3941
Edward Elgar Publishing	10.4337
Egyptian Journal of Surgery	10.5133
Electric Furnace Steel Forum	10.4262
Electronics and Telecommunications Research Institute (ETRI)	10.4218
Elsevier	10.1016
Elsevier - Academic Press	10.1006
Elsevier - Ambulatory Pediatric Associates	10.1367
Elsevier - American Society for Experimental Neurotherapeutics	10.1602
Elsevier - American Society for Investigative Pathology	10.2353
Elsevier - Biophysical Society	10.1529
Elsevier - CIG Media Group LP	10.3816
Elsevier - Colegio Nacional de Opticos-Optometristas de Espana	10.3921
Elsevier - Ediciones Doyma	10.1157
Elsevier - Institution of Chemical Engineers	10.1205
Elsevier - International Federation of Automatic Control (IFAC)	10.3182
Elsevier - Medicine Publishing Company, The	10.1383
Elsevier - Mosby	10.1067
Elsevier - Urban & Fischer Verlag	10.1078
Elsevier - WB Saunders	10.1053
Elsevier - Wilderness Medical Society	10.1580
Elsevier- Churchill Livingstone	10.1054
Elsevier- Hanley and Belfus Inc.	10.1197
Elsevier- Spektrum Akademischer Verlag	10.1240
EManuscript Services	10.5530
Embrapa Florestas	10.4336
Emerald (MCB UP )	10.1108
Emerald (Pier Professional)	10.5042
Encyclopedia of Life	10.1304
Endocrine Society, The	10.1210
Entomological Society of America (Arthropod Management Tests)	10.4182
Entomological Society of Canada	10.4039
Environmental and Engineering Geophysical Society	10.4133
Environmental Health Perspectives	10.1289
EPI SCP (El Profesional de la Informacion)	10.3145
EPP Publications	10.2462
Equinox Publishing	10.1558
Erdkunde	10.3112
Estonian Academy Publishers	10.3176
Estonian Association for Applied Linguistics	10.5128
ETSEIAT	10.3926
Europa Edition	10.4244
European Association of Cardiothoracic Surgery	10.1510
European Journal of Chemistry	10.5155
European Journal of Nanomedicine	10.3884
European Mathematical Society Publishing House	10.4171
European Optical Society	10.2971
European Research Network on Aquatic Invasive Species (ERNAIS)	10.3391
European Respiratory Society	10.1183
European Space Agency	10.5270
EURP	10.4281
Excellus Health Plan, Inc.	10.5126
Excellus Health Plan, Inc.	10.5034
Excellus Health Plan, Inc.	10.5126
Excellus Health Plan, Inc.	10.5034
Expert Reviews, LTD	10.1586
FACECLA	10.5329
Faculdade de Desporto	10.5628
Faculty of 1000, Ltd.	10.3410
Faculty of Civil Engineering, University of Zagreb	10.5592
Faculty of Engineering, Chulalongkorn University	10.4186
Faculty of Family Planning	10.1783
Faculty of Forestry, University of Zagreb	10.5552
Faculty of Information Quarterly	10.5476
Faculty of Law, University of Tasmania	10.5778
Faculty of Mathematics, Kyushu University	10.2206
Faculty of Mechanical Engineering	10.5545
Faculty of Medicine, Chulalongkorn University (Asian Biomedicine)	10.5372
Faculty of Physical Education and Sport	10.5550
FBCommunication	10.4147
FDI World Dental Press	10.2956
Federation of American Society for Experimental Biology (FASEB)	10.1096
Federation of Turkish Pathology Societies	10.5146
Ferrata Storti Foundation	10.3324
Fibre Diffraction Review	10.1382
Finnish Academy of Science and Letters	10.5186
First Year in Higher Education	10.5204
Fisheries Sciences.com	10.3153
Food and Agriculture Organization of the United Nations (FAO)	10.4060
Fordham University Press	10.5422
Forum: Carbohydrates Coming of Age	10.4052
Fraunhofer-Institut fur Materialfluss und Logistik	10.2195
Freshwater Biological Association	10.5268
Frontiers in BioScience	10.2741
Frontiers in Research Foundation	10.4175
Frontiers Research Foundation	10.3389
Fundacao Educational de Ituverava	10.3738
Fundacao Oswaldo Cruz	10.3395
Fundacao Universidade Estadual de Maringa	10.4025
Fundacion Infancia y Aprendizaje	10.1174
Future Medicine	10.2217
Future Science, LTD	10.4155
Galenos Yayinevi	10.4274
Gemological Institute of America	10.5741
